No.,Nomor,Tanggal,Jenis Barang,Jml Barang,Satuan,Jns Pengguna,Nama Pengguna,Jns Identitas,No Identitas,Alamat
788,000176,07 Jan 2020,"SMIRNOFF ICE RED @275 ml, kadar 4.5%","6,60",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
789,000174,07 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","14,88",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
790,000174,07 Jan 2020,"Newport Blue @650 ml, kadar 20%","7,80",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
791,000174,07 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","7,80",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
792,000174,07 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","7,80",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
793,000173,07 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","78,00",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
794,000173,07 Jan 2020,"ICELAND @500 ml, kadar 40%","6,00",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
795,000172,07 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","44,64",liter,Pengusaha TPE,LAURA TOKO,KTP,000000000000000,PALANGKARAYA
796,000172,07 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","31,20",liter,Pengusaha TPE,LAURA TOKO,KTP,000000000000000,PALANGKARAYA
797,000163,07 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","260,40",liter,Pengusaha TPE,3 BINTANG,NPPBKC,0909421108,"JL. JEND A YANI GG. V NO. 48 RT08, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
798,000163,07 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","195,00",liter,Pengusaha TPE,3 BINTANG,NPPBKC,0909421108,"JL. JEND A YANI GG. V NO. 48 RT08, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
799,000163,07 Jan 2020,"GUINNESS @320 ml, kadar 4.9%","38,40",liter,Pengusaha TPE,3 BINTANG,NPPBKC,0909421108,"JL. JEND A YANI GG. V NO. 48 RT08, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
800,000163,07 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","195,00",liter,Pengusaha TPE,3 BINTANG,NPPBKC,0909421108,"JL. JEND A YANI GG. V NO. 48 RT08, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
801,000163,07 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","36,00",liter,Pengusaha TPE,3 BINTANG,NPPBKC,0909421108,"JL. JEND A YANI GG. V NO. 48 RT08, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
802,000163,07 Jan 2020,"Newport Blue @650 ml, kadar 20%","78,00",liter,Pengusaha TPE,3 BINTANG,NPPBKC,0909421108,"JL. JEND A YANI GG. V NO. 48 RT08, KEL. SELAT HILIR, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
803,000159,07 Jan 2020,"DRUM @350 ml, kadar 43%","21,00",liter,Pengusaha TPE,ROBI,KTP,000000000000000,PALANGKARAYA
804,000158,06 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","7,80",liter,Pengusaha TPE,PAK CHANDRA,KTP,000000000000000,PALANGKARAYA
805,000157,06 Jan 2020,"Newport Blue @650 ml, kadar 20%","234,00",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
806,000157,06 Jan 2020,"DRUM @350 ml, kadar 43%","54,60",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
807,000157,06 Jan 2020,"DRUM @700 ml, kadar 43%","16,80",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
808,000157,06 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","744,00",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
809,000157,06 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","60,00",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
810,000156,06 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","1.170,00",liter,Pengusaha TPE,GEMINI,KTP,000000000000000,PALANGKARAYA
811,000155,06 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","54,60",liter,Pengusaha TPE,UD. LIMA BERSAUDARA,NPPBKC,0909421099,"JL. TRANS KALIMANTAN RT.IV DESA PULAU TELO, KEC. KAPUAS SELATAN, KAB. KAPUAS, KALIMANTAN TENGAH"
812,000155,06 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","117,00",liter,Pengusaha TPE,UD. LIMA BERSAUDARA,NPPBKC,0909421099,"JL. TRANS KALIMANTAN RT.IV DESA PULAU TELO, KEC. KAPUAS SELATAN, KAB. KAPUAS, KALIMANTAN TENGAH"
813,000155,06 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @350 ml, kadar 14.7%","16,80",liter,Pengusaha TPE,UD. LIMA BERSAUDARA,NPPBKC,0909421099,"JL. TRANS KALIMANTAN RT.IV DESA PULAU TELO, KEC. KAPUAS SELATAN, KAB. KAPUAS, KALIMANTAN TENGAH"
814,000155,06 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","37,20",liter,Pengusaha TPE,UD. LIMA BERSAUDARA,NPPBKC,0909421099,"JL. TRANS KALIMANTAN RT.IV DESA PULAU TELO, KEC. KAPUAS SELATAN, KAB. KAPUAS, KALIMANTAN TENGAH"
815,000155,06 Jan 2020,"Newport Blue @650 ml, kadar 20%","39,00",liter,Pengusaha TPE,UD. LIMA BERSAUDARA,NPPBKC,0909421099,"JL. TRANS KALIMANTAN RT.IV DESA PULAU TELO, KEC. KAPUAS SELATAN, KAB. KAPUAS, KALIMANTAN TENGAH"
816,000153,06 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","744,00",liter,Pengusaha TPE,ITA TOKO,KTP,000000000000000,PALANGKA RAYA
817,000153,06 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","156,00",liter,Pengusaha TPE,ITA TOKO,KTP,000000000000000,PALANGKA RAYA
818,000153,06 Jan 2020,"Mixmax Anggur Merah @275 ml, kadar 4.8%","16,50",liter,Pengusaha TPE,ITA TOKO,KTP,000000000000000,PALANGKA RAYA
819,000152,06 Jan 2020,"MIXMAX COCKTAIL @275 ml, kadar 4.8%","16,50",liter,Pengusaha TPE,NAV KARAOKE,KTP,null,PALANGKARAYA
820,000152,06 Jan 2020,"MIXMAX BLUEBERRY @275 ml, kadar 4.8%","33,00",liter,Pengusaha TPE,NAV KARAOKE,KTP,null,PALANGKARAYA
821,000148,06 Jan 2020,"GILBEY'S BERAROMA GIN @700 ml, kadar 45%","2,10",liter,Pengusaha TPE,TOKO 88,NPPBKC,0909421116,"JL. HAJI IKAP NO.81 RT003/RW001 KEL. LANGKAI, KEC. PAHANDUT, PALANGKA RAYA, KALIMANTAN TENGAH"
822,000148,06 Jan 2020,"Prost @620 ml, kadar 4.8%","14,88",liter,Pengusaha TPE,TOKO 88,NPPBKC,0909421116,"JL. HAJI IKAP NO.81 RT003/RW001 KEL. LANGKAI, KEC. PAHANDUT, PALANGKA RAYA, KALIMANTAN TENGAH"
823,000148,06 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","12,00",liter,Pengusaha TPE,TOKO 88,NPPBKC,0909421116,"JL. HAJI IKAP NO.81 RT003/RW001 KEL. LANGKAI, KEC. PAHANDUT, PALANGKA RAYA, KALIMANTAN TENGAH"
824,000148,06 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","156,00",liter,Pengusaha TPE,TOKO 88,NPPBKC,0909421116,"JL. HAJI IKAP NO.81 RT003/RW001 KEL. LANGKAI, KEC. PAHANDUT, PALANGKA RAYA, KALIMANTAN TENGAH"
825,000148,06 Jan 2020,"DRUM @700 ml, kadar 43%","8,40",liter,Pengusaha TPE,TOKO 88,NPPBKC,0909421116,"JL. HAJI IKAP NO.81 RT003/RW001 KEL. LANGKAI, KEC. PAHANDUT, PALANGKA RAYA, KALIMANTAN TENGAH"
826,000148,06 Jan 2020,"DRUM @250 ml, kadar 43%","3,00",liter,Pengusaha TPE,TOKO 88,NPPBKC,0909421116,"JL. HAJI IKAP NO.81 RT003/RW001 KEL. LANGKAI, KEC. PAHANDUT, PALANGKA RAYA, KALIMANTAN TENGAH"
827,000148,06 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @350 ml, kadar 14.7%","8,40",liter,Pengusaha TPE,TOKO 88,NPPBKC,0909421116,"JL. HAJI IKAP NO.81 RT003/RW001 KEL. LANGKAI, KEC. PAHANDUT, PALANGKA RAYA, KALIMANTAN TENGAH"
828,000148,06 Jan 2020,"GILBEY'S BERAROMA VODKA @700 ml, kadar 40%","2,10",liter,Pengusaha TPE,TOKO 88,NPPBKC,0909421116,"JL. HAJI IKAP NO.81 RT003/RW001 KEL. LANGKAI, KEC. PAHANDUT, PALANGKA RAYA, KALIMANTAN TENGAH"
829,000145,06 Jan 2020,"MIXMAX COCKTAIL @275 ml, kadar 4.8%","16,50",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
830,000145,06 Jan 2020,"MIXMAX ICE GLACIER @275 ml, kadar 4.8%","16,50",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
831,000145,06 Jan 2020,"MIXMAX CLASSIC @275 ml, kadar 4.8%","16,50",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
832,000145,06 Jan 2020,"MIXMAX EXOTIC BLUE @275 ml, kadar 4.8%","33,00",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
833,000145,06 Jan 2020,"DRUM @350 ml, kadar 43%","50,40",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
834,000145,06 Jan 2020,"MIXMAX CRANBERRY @275 ml, kadar 4.8%","16,50",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
835,000144,06 Jan 2020,"MIXMAX BLUEBERRY @275 ml, kadar 4.8%","6,60",liter,Pengusaha TPE,LISA TOKO,KTP,000000000000000,PALANGKA RAYA
836,000144,06 Jan 2020,"Newport Blue @650 ml, kadar 20%","31,20",liter,Pengusaha TPE,LISA TOKO,KTP,000000000000000,PALANGKA RAYA
837,000144,06 Jan 2020,"Newport @650 ml, kadar 20%","7,80",liter,Pengusaha TPE,LISA TOKO,KTP,000000000000000,PALANGKA RAYA
838,000144,06 Jan 2020,"MIXMAX EXOTIC BLUE @275 ml, kadar 4.8%","9,90",liter,Pengusaha TPE,LISA TOKO,KTP,000000000000000,PALANGKA RAYA
839,000143,06 Jan 2020,"ICELAND @500 ml, kadar 40%","6,00",liter,Pengusaha TPE,BAGONG TOKO,KTP,000000000000000,PALANGKA RAYA
840,000143,06 Jan 2020,"GILBEY'S BERAROMA GIN @350 ml, kadar 45%","2,80",liter,Pengusaha TPE,BAGONG TOKO,KTP,000000000000000,PALANGKA RAYA
841,000143,06 Jan 2020,"GILBEY'S BERAROMA VODKA @350 ml, kadar 40%","2,80",liter,Pengusaha TPE,BAGONG TOKO,KTP,000000000000000,PALANGKA RAYA
842,000143,06 Jan 2020,"TOPI MIRING PIALA MAS @500 ml, kadar 19.7%","6,00",liter,Pengusaha TPE,BAGONG TOKO,KTP,000000000000000,PALANGKA RAYA
843,000143,06 Jan 2020,"GILBEY'S DISTILLER'S BLEND-WHISKY @350 ml, kadar 43%","2,80",liter,Pengusaha TPE,BAGONG TOKO,KTP,000000000000000,PALANGKA RAYA
844,000143,06 Jan 2020,"Newport Blue @650 ml, kadar 20%","15,60",liter,Pengusaha TPE,BAGONG TOKO,KTP,000000000000000,PALANGKA RAYA
845,000143,06 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","117,00",liter,Pengusaha TPE,BAGONG TOKO,KTP,000000000000000,PALANGKA RAYA
846,000143,06 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","24,00",liter,Pengusaha TPE,BAGONG TOKO,KTP,000000000000000,PALANGKA RAYA
847,000135,06 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","180,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
848,000135,06 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","312,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
849,000135,06 Jan 2020,"Newport Blue @650 ml, kadar 20%","234,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
850,000135,06 Jan 2020,"Newport @650 ml, kadar 20%","78,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
851,000135,06 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","390,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
852,000135,06 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @350 ml, kadar 14.7%","84,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
853,000134,06 Jan 2020,"Zirca (Triple Sec) @700 ml, kadar 40%","4,20",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
854,000134,06 Jan 2020,"Asoka @250 ml, kadar 14.7%","60,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
855,000134,06 Jan 2020,"DRUM @350 ml, kadar 43%","4,20",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
856,000134,06 Jan 2020,"Prost @500 ml, kadar 4.8%","24,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
857,000134,06 Jan 2020,"Anggur Ketan Hitam @600 ml, kadar 12%","7,20",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
858,000134,06 Jan 2020,"MIXMAX EXOTIC BLUE @275 ml, kadar 4.8%","33,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
859,000134,06 Jan 2020,"MIXMAX COCKTAIL @275 ml, kadar 4.8%","9,90",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
860,000134,06 Jan 2020,"Mixmax Anggur Merah @275 ml, kadar 4.8%","6,60",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
861,000134,06 Jan 2020,"MIXMAX CLASSIC @275 ml, kadar 4.8%","6,60",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
862,000134,06 Jan 2020,"MIXMAX ICE GLACIER @275 ml, kadar 4.8%","6,60",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
863,000134,06 Jan 2020,"Zirca (Blue Curacao) @700 ml, kadar 19.7%","2,10",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
864,000134,06 Jan 2020,"MIXMAX CRANBERRY @275 ml, kadar 4.8%","9,90",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
865,000134,06 Jan 2020,"MIXMAX BLUEBERRY @275 ml, kadar 4.8%","6,60",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
866,000134,06 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","390,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
867,000134,06 Jan 2020,"Newport @650 ml, kadar 20%","78,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
868,000134,06 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","372,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
869,000134,06 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","156,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
870,000130,06 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","186,00",liter,Pengusaha TPE,TITUS TOKO,KTP,000000000000000,PALANGKARAYA
871,000130,06 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","390,00",liter,Pengusaha TPE,TITUS TOKO,KTP,000000000000000,PALANGKARAYA
872,000130,06 Jan 2020,"MIXMAX ICE GLACIER @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,TITUS TOKO,KTP,000000000000000,PALANGKARAYA
873,000130,06 Jan 2020,"MIXMAX BLUEBERRY @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,TITUS TOKO,KTP,000000000000000,PALANGKARAYA
874,000130,06 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","195,00",liter,Pengusaha TPE,TITUS TOKO,KTP,000000000000000,PALANGKARAYA
875,000128,06 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","744,00",liter,Pengusaha TPE,CV. INDU ROMI,KTP,null,PALANGKA RAYA
876,000128,06 Jan 2020,"BERAS KENCUR MEREK ORANG TUA @620 ml, kadar 14.7%","14,88",liter,Pengusaha TPE,CV. INDU ROMI,KTP,null,PALANGKA RAYA
877,000128,06 Jan 2020,"GUINNESS @320 ml, kadar 4.9%","38,40",liter,Pengusaha TPE,CV. INDU ROMI,KTP,null,PALANGKA RAYA
878,000127,06 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","744,00",liter,Pengusaha TPE,ROSINA,KTP,000000000000000,PALANGKARAYA
879,000126,06 Jan 2020,"Newport Blue @650 ml, kadar 20%","62,40",liter,Pengusaha TPE,UPIK,KTP,000000000000000,PALANGKARAYA
880,000126,06 Jan 2020,"Prost @620 ml, kadar 4.8%","44,64",liter,Pengusaha TPE,UPIK,KTP,000000000000000,PALANGKARAYA
881,000126,06 Jan 2020,"Newport @650 ml, kadar 20%","15,60",liter,Pengusaha TPE,UPIK,KTP,000000000000000,PALANGKARAYA
882,000126,06 Jan 2020,"PROST @320 ml, kadar 4.8%","7,36",liter,Pengusaha TPE,UPIK,KTP,000000000000000,PALANGKARAYA
883,000125,06 Jan 2020,"PROST @320 ml, kadar 4.8%","153,60",liter,Pengusaha TPE,PAK CHANDRA,KTP,000000000000000,PALANGKARAYA
884,000125,06 Jan 2020,"KONIG LUDWIG @330 ml, kadar 4.8%","198,00",liter,Pengusaha TPE,PAK CHANDRA,KTP,000000000000000,PALANGKARAYA
885,000122,06 Jan 2020,"Newport Blue @650 ml, kadar 20%","62,40",liter,Pengusaha TPE,UPIK,KTP,000000000000000,PALANGKARAYA
886,000122,06 Jan 2020,"Newport @650 ml, kadar 20%","15,60",liter,Pengusaha TPE,UPIK,KTP,000000000000000,PALANGKARAYA
887,000122,06 Jan 2020,"PROST @320 ml, kadar 4.8%","7,36",liter,Pengusaha TPE,UPIK,KTP,000000000000000,PALANGKARAYA
888,000122,06 Jan 2020,"Prost @620 ml, kadar 4.8%","44,64",liter,Pengusaha TPE,UPIK,KTP,000000000000000,PALANGKARAYA
889,000121,06 Jan 2020,"GILBEY'S BERAROMA GIN @350 ml, kadar 45%","16,80",liter,Pengusaha TPE,PAK DONI,KTP,null,PALANGKARAYA
890,000120,06 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","39,00",liter,Pengusaha TPE,UPIK,KTP,000000000000000,PALANGKARAYA
891,000119,06 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","78,00",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
892,000119,06 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","74,40",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
893,000116,06 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","1.331,76",liter,Pengusaha TPE,UD MAJU BERSAMA,KTP,000000000000000,PALANGKA RAYA
894,000116,06 Jan 2020,"Prost @620 ml, kadar 4.8%","126,48",liter,Pengusaha TPE,UD MAJU BERSAMA,KTP,000000000000000,PALANGKA RAYA
895,000114,06 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","31,20",liter,Pengusaha TPE,UPIK,KTP,000000000000000,PALANGKARAYA
896,000112,06 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","1.488,00",liter,Pengusaha TPE,ROSINA,KTP,000000000000000,PALANGKARAYA
897,000112,06 Jan 2020,"BERAS KENCUR MEREK ORANG TUA @620 ml, kadar 14.7%","14,88",liter,Pengusaha TPE,ROSINA,KTP,000000000000000,PALANGKARAYA
898,000112,06 Jan 2020,"GUINNESS @320 ml, kadar 4.9%","38,40",liter,Pengusaha TPE,ROSINA,KTP,000000000000000,PALANGKARAYA
899,000110,04 Jan 2020,"GUINNESS @320 ml, kadar 4.9%","161,28",liter,Pengusaha TPE,PAK DONI,KTP,null,PALANGKARAYA
900,000108,04 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","117,00",liter,Pengusaha TPE,BAGONG TOKO,KTP,000000000000000,PALANGKA RAYA
901,000106,04 Jan 2020,"Newport Blue @650 ml, kadar 20%","7,80",liter,Pengusaha TPE,RM 4 SAUDARA,KTP,null,PALANGKARAYA
902,000106,04 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","7,44",liter,Pengusaha TPE,RM 4 SAUDARA,KTP,null,PALANGKARAYA
903,000106,04 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","31,20",liter,Pengusaha TPE,RM 4 SAUDARA,KTP,null,PALANGKARAYA
904,000105,04 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","372,00",liter,Pengusaha TPE,RENDI,KTP,000000000000000,PALANGKARAYA
905,000104,04 Jan 2020,"DRUM @350 ml, kadar 43%","4,20",liter,Pengusaha TPE,BUDI BERSAMA,KTP,null,PALANGKARAYA
906,000104,04 Jan 2020,"DRUM @700 ml, kadar 43%","33,60",liter,Pengusaha TPE,BUDI BERSAMA,KTP,null,PALANGKARAYA
907,000104,04 Jan 2020,"Asoka @250 ml, kadar 14.7%","30,00",liter,Pengusaha TPE,BUDI BERSAMA,KTP,null,PALANGKARAYA
908,000104,04 Jan 2020,"GILBEY'S BERAROMA GIN @700 ml, kadar 45%","16,80",liter,Pengusaha TPE,BUDI BERSAMA,KTP,null,PALANGKARAYA
909,000104,04 Jan 2020,"ICELAND @250 ml, kadar 40%","9,00",liter,Pengusaha TPE,BUDI BERSAMA,KTP,null,PALANGKARAYA
910,000104,04 Jan 2020,"MIXMAX EXOTIC BLUE @275 ml, kadar 4.8%","26,40",liter,Pengusaha TPE,BUDI BERSAMA,KTP,null,PALANGKARAYA
911,000104,04 Jan 2020,"ICELAND @700 ml, kadar 43%","16,80",liter,Pengusaha TPE,BUDI BERSAMA,KTP,null,PALANGKARAYA
912,000104,04 Jan 2020,"GILBEY'S BERAROMA GIN @350 ml, kadar 45%","33,60",liter,Pengusaha TPE,BUDI BERSAMA,KTP,null,PALANGKARAYA
913,000101,04 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","223,20",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
914,000101,04 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","234,00",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
