No.,Nomor,Tanggal,Jenis Barang,Jml Barang,Satuan,Jns Pengguna,Nama Pengguna,Jns Identitas,No Identitas,Alamat
509,000424,16 Jan 2020,"GUINNESS @500 ml, kadar 4.9%","120,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
510,000424,16 Jan 2020,"Asoka @250 ml, kadar 14.7%","30,00",liter,Pengusaha TPE,TOKO SELINDA,NPPBKC,0909421111,"JL. TERATAI RT.27/RW.03, KEL. SELAT TENGAH, KEC. SELAT, KAB. KAPUAS, KALIMANTAN TENGAH"
511,000423,16 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","744,00",liter,Pengusaha TPE,MENTARI TOKO,KTP,000000000000000,PALANGKA RAYA
512,000423,16 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","195,00",liter,Pengusaha TPE,MENTARI TOKO,KTP,000000000000000,PALANGKA RAYA
513,000422,16 Jan 2020,"Iceland Citrus @700 ml, kadar 40%","16,80",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
514,000422,16 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","195,00",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
515,000422,16 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","780,00",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
516,000422,16 Jan 2020,"ICELAND @700 ml, kadar 43%","84,00",liter,Pengusaha TPE,BALINO,KTP,null,PALANGKARAYA
517,000420,16 Jan 2020,"Guinness @620 ml, kadar 5%","528,24",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
518,000420,16 Jan 2020,"GUINNESS @500 ml, kadar 4.9%","360,00",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
519,000410,16 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","117,00",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
520,000410,16 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @350 ml, kadar 14.7%","8,40",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
521,000410,16 Jan 2020,"DRUM @350 ml, kadar 43%","8,40",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
522,000409,16 Jan 2020,"Iceland Vodka Orange @700 ml, kadar 40%","16,80",liter,Pengusaha TPE,NOVEN,KTP,000000000000000,PALANGKA RAYA
523,000408,16 Jan 2020,"Topi Miring Piala Mas @250 ml, kadar 19.7%","6,00",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
524,000408,16 Jan 2020,"GUINNESS @500 ml, kadar 4.9%","12,00",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
525,000408,16 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","12,00",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
526,000408,16 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","22,32",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
527,000408,16 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","12,00",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
528,000408,16 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","15,60",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
529,000408,16 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","7,80",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
530,000407,16 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","78,00",liter,Pengusaha TPE,LISA TOKO,KTP,000000000000000,PALANGKA RAYA
531,000406,16 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","223,20",liter,Pengusaha TPE,TITUS TOKO,KTP,000000000000000,PALANGKARAYA
532,000406,16 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","156,00",liter,Pengusaha TPE,TITUS TOKO,KTP,000000000000000,PALANGKARAYA
533,000406,16 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","156,00",liter,Pengusaha TPE,TITUS TOKO,KTP,000000000000000,PALANGKARAYA
534,000405,16 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","744,00",liter,Pengusaha TPE,ITA TOKO,KTP,000000000000000,PALANGKA RAYA
535,000399,15 Jan 2020,"Newport Blue @650 ml, kadar 20%","780,00",liter,Pengusaha TPE,HERLINA,KTP,000000000000000,PALANGKARAYA
536,000396,15 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","74,40",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
537,000395,15 Jan 2020,"Prost @620 ml, kadar 4.8%","186,00",liter,Pengusaha TPE,D'LAVAN CAFE,KTP,000000000000000,PALANGKA RAYA
538,000392,15 Jan 2020,"DRUM @250 ml, kadar 43%","3,00",liter,Pengusaha TPE,"TK,SEPTIANI MIRI",KTP,6210044802730001,JL.MAHIR MAHAR KM.8
539,000392,15 Jan 2020,"Asoka @250 ml, kadar 14.7%","18,00",liter,Pengusaha TPE,"TK,SEPTIANI MIRI",KTP,6210044802730001,JL.MAHIR MAHAR KM.8
540,000390,15 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","37,20",liter,Pengusaha TPE,LAURA TOKO,KTP,000000000000000,PALANGKARAYA
541,000390,15 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","39,00",liter,Pengusaha TPE,LAURA TOKO,KTP,000000000000000,PALANGKARAYA
542,000389,15 Jan 2020,"Guinness @620 ml, kadar 5%","37,20",liter,Pengusaha TPE,D'LAVAN CAFE,KTP,000000000000000,PALANGKA RAYA
543,000384,15 Jan 2020,"TOPI MIRING PIALA MAS @500 ml, kadar 19.7%","60,00",liter,Pengusaha TPE,ROSINA,KTP,000000000000000,PALANGKARAYA
544,000384,15 Jan 2020,"Asoka @250 ml, kadar 14.7%","300,00",liter,Pengusaha TPE,ROSINA,KTP,000000000000000,PALANGKARAYA
545,000384,15 Jan 2020,"Newport @650 ml, kadar 20%","195,00",liter,Pengusaha TPE,ROSINA,KTP,000000000000000,PALANGKARAYA
546,000384,15 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","372,00",liter,Pengusaha TPE,ROSINA,KTP,000000000000000,PALANGKARAYA
547,000384,15 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","240,00",liter,Pengusaha TPE,ROSINA,KTP,000000000000000,PALANGKARAYA
548,000384,15 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","390,00",liter,Pengusaha TPE,ROSINA,KTP,000000000000000,PALANGKARAYA
549,000378,14 Jan 2020,"ICELAND @500 ml, kadar 40%","30,00",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
550,000377,14 Jan 2020,"Guinness @620 ml, kadar 5%","379,44",liter,Pengusaha TPE,NAV KARAOKE,KTP,null,PALANGKARAYA
551,000371,14 Jan 2020,"MIXMAX CRANBERRY @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
552,000371,14 Jan 2020,"SMIRNOFF ICE RASPBERRY @275 ml, kadar 4.5%","6,60",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
553,000371,14 Jan 2020,"MIXMAX ICE GLACIER @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
554,000371,14 Jan 2020,"MIXMAX CLASSIC @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
555,000371,14 Jan 2020,"Mix Max Rock A Guava @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
556,000371,14 Jan 2020,"MIXMAX COCKTAIL @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
557,000371,14 Jan 2020,"MIXMAX EXOTIC BLUE @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
558,000371,14 Jan 2020,"MIXMAX BLUEBERRY @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
559,000370,14 Jan 2020,"SMIRNOFF ICE RASPBERRY @275 ml, kadar 4.5%","4,68",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
560,000369,14 Jan 2020,"Asoka @250 ml, kadar 14.7%","12,00",liter,Pengusaha TPE,TOKO 88,NPPBKC,0909421116,"JL. HAJI IKAP NO.81 RT003/RW001 KEL. LANGKAI, KEC. PAHANDUT, PALANGKA RAYA, KALIMANTAN TENGAH"
561,000369,14 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","297,60",liter,Pengusaha TPE,TOKO 88,NPPBKC,0909421116,"JL. HAJI IKAP NO.81 RT003/RW001 KEL. LANGKAI, KEC. PAHANDUT, PALANGKA RAYA, KALIMANTAN TENGAH"
562,000369,14 Jan 2020,"Prost @500 ml, kadar 4.8%","48,00",liter,Pengusaha TPE,TOKO 88,NPPBKC,0909421116,"JL. HAJI IKAP NO.81 RT003/RW001 KEL. LANGKAI, KEC. PAHANDUT, PALANGKA RAYA, KALIMANTAN TENGAH"
563,000368,14 Jan 2020,"MIXMAX EXOTIC BLUE @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,SRI REJEKI,KTP,000000000000000,PALANGKA RAYA
564,000368,14 Jan 2020,"DRUM @700 ml, kadar 43%","8,40",liter,Pengusaha TPE,SRI REJEKI,KTP,000000000000000,PALANGKA RAYA
565,000368,14 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @350 ml, kadar 14.7%","8,40",liter,Pengusaha TPE,SRI REJEKI,KTP,000000000000000,PALANGKA RAYA
566,000368,14 Jan 2020,"MIXMAX COCKTAIL @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,SRI REJEKI,KTP,000000000000000,PALANGKA RAYA
567,000366,14 Jan 2020,"DRUM @250 ml, kadar 43%","3,00",liter,Pengusaha TPE,MUSLIMIN,KTP,000000000000000,PALANGKARAYA
568,000366,14 Jan 2020,"DRUM @350 ml, kadar 43%","42,00",liter,Pengusaha TPE,MUSLIMIN,KTP,000000000000000,PALANGKARAYA
569,000366,14 Jan 2020,"GILBEY'S BERAROMA GIN @700 ml, kadar 45%","8,40",liter,Pengusaha TPE,MUSLIMIN,KTP,000000000000000,PALANGKARAYA
570,000366,14 Jan 2020,"BERAS KENCUR MEREK ORANG TUA @620 ml, kadar 14.7%","7,44",liter,Pengusaha TPE,MUSLIMIN,KTP,000000000000000,PALANGKARAYA
571,000365,14 Jan 2020,"DRUM @700 ml, kadar 43%","8,40",liter,Pengusaha TPE,SRI REJEKI,KTP,000000000000000,PALANGKA RAYA
572,000365,14 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","15,60",liter,Pengusaha TPE,SRI REJEKI,KTP,000000000000000,PALANGKA RAYA
573,000365,14 Jan 2020,"MIXMAX EXOTIC BLUE @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,SRI REJEKI,KTP,000000000000000,PALANGKA RAYA
574,000365,14 Jan 2020,"MIXMAX COCKTAIL @275 ml, kadar 4.8%","3,30",liter,Pengusaha TPE,SRI REJEKI,KTP,000000000000000,PALANGKA RAYA
575,000364,14 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","372,00",liter,Pengusaha TPE,NANDO,KTP,000000000000000,PALANGKA RAYA
576,000363,14 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","39,00",liter,Pengusaha TPE,SRI REJEKI,KTP,000000000000000,PALANGKA RAYA
577,000362,14 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","39,00",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
578,000362,14 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","78,00",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
579,000362,14 Jan 2020,"Prost @620 ml, kadar 4.8%","37,20",liter,Pengusaha TPE,MINSENG,KTP,000000000000000,PALANGKA RAYA
580,000361,14 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","39,00",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
581,000361,14 Jan 2020,"Asoka @250 ml, kadar 14.7%","18,00",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
582,000353,14 Jan 2020,"Guinness @620 ml, kadar 5%","37,20",liter,Pengusaha TPE,LAURA TOKO,KTP,000000000000000,PALANGKARAYA
583,000352,14 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","74,40",liter,Pengusaha TPE,Toko Lina,NPPBKC,0909421097,"JL. TUI BATUR RT 001 Desa Saka Mangkahai kecamatan kapuas barat, kabupaten kapuas, kalimantan tengah"
584,000352,14 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","39,00",liter,Pengusaha TPE,Toko Lina,NPPBKC,0909421097,"JL. TUI BATUR RT 001 Desa Saka Mangkahai kecamatan kapuas barat, kabupaten kapuas, kalimantan tengah"
585,000352,14 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","39,00",liter,Pengusaha TPE,Toko Lina,NPPBKC,0909421097,"JL. TUI BATUR RT 001 Desa Saka Mangkahai kecamatan kapuas barat, kabupaten kapuas, kalimantan tengah"
586,000352,14 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","48,00",liter,Pengusaha TPE,Toko Lina,NPPBKC,0909421097,"JL. TUI BATUR RT 001 Desa Saka Mangkahai kecamatan kapuas barat, kabupaten kapuas, kalimantan tengah"
587,000352,14 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","24,00",liter,Pengusaha TPE,Toko Lina,NPPBKC,0909421097,"JL. TUI BATUR RT 001 Desa Saka Mangkahai kecamatan kapuas barat, kabupaten kapuas, kalimantan tengah"
588,000351,14 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","195,00",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
589,000350,14 Jan 2020,"GUINNESS @500 ml, kadar 4.9%","300,00",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
590,000349,14 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","744,00",liter,Pengusaha TPE,ALAN,KTP,000000000000000,PALANGKARAYA
591,000349,14 Jan 2020,"Newport Blue @650 ml, kadar 20%","117,00",liter,Pengusaha TPE,ALAN,KTP,000000000000000,PALANGKARAYA
592,000348,14 Jan 2020,"Newport Blue @650 ml, kadar 20%","78,00",liter,Pengusaha TPE,BERTI,KTP,000000000000000,PALANGKARAYA
593,000348,14 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","780,00",liter,Pengusaha TPE,BERTI,KTP,000000000000000,PALANGKARAYA
594,000342,13 Jan 2020,"Newport Blue @650 ml, kadar 20%","39,00",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
595,000342,13 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","234,00",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
596,000342,13 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","78,00",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
597,000342,13 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","297,60",liter,Pengusaha TPE,SUMBER JAYA,KTP,null,PALANGKARAYA
598,000341,13 Jan 2020,"Asoka @250 ml, kadar 14.7%","30,00",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
599,000341,13 Jan 2020,"Topi Miring Piala Mas @250 ml, kadar 19.7%","30,00",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
600,000340,13 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","39,00",liter,Pengusaha TPE,SURYA INDAH,KTP,000000000000000,PALANGKA RAYA
601,000334,13 Jan 2020,"GUINNESS @500 ml, kadar 4.9%","60,00",liter,Pengusaha TPE,BAGONG TOKO,KTP,000000000000000,PALANGKA RAYA
602,000334,13 Jan 2020,"Guinness @620 ml, kadar 5%","74,40",liter,Pengusaha TPE,BAGONG TOKO,KTP,000000000000000,PALANGKA RAYA
603,000332,13 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","46,80",liter,Pengusaha TPE,KARYA MANDIRI,KTP,000000000000000,PALANGKARAYA
604,000331,13 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","7,80",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
605,000331,13 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","14,88",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
606,000330,13 Jan 2020,"Newport @650 ml, kadar 20%","78,00",liter,Pengusaha TPE,JAYA TOKO,KTP,000000000000000,PALANGKA RAYA
607,000329,13 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","117,00",liter,Pengusaha TPE,NOVEN,KTP,000000000000000,PALANGKA RAYA
608,000329,13 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","117,00",liter,Pengusaha TPE,NOVEN,KTP,000000000000000,PALANGKA RAYA
609,000329,13 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","148,80",liter,Pengusaha TPE,NOVEN,KTP,000000000000000,PALANGKA RAYA
610,000328,13 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","12,00",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
611,000328,13 Jan 2020,"ANGGUR KOLESOM MEREK ORANG TUA @620 ml, kadar 14.7%","7,44",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
612,000328,13 Jan 2020,"Topi Miring Piala Mas @250 ml, kadar 19.7%","12,00",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
613,000328,13 Jan 2020,"TOPI MIRING PIALA MAS @500 ml, kadar 19.7%","6,00",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
614,000328,13 Jan 2020,"TOPI MIRING PIALA MAS @500 ml, kadar 19.7%","6,00",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
615,000328,13 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","12,00",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
616,000328,13 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","62,40",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
617,000328,13 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","52,08",liter,Pengusaha TPE,SAYU BATUAH,KTP,000000000000000,PALANGKA RAYA
618,000327,13 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","468,00",liter,Pengusaha TPE,UD DEVI,NPPBKC,0909421117,"JL. DAMANG RAHU RT 02 DESA PUJON KECAMATAN KAPUAS TENGAH, KABUPATEN KAPUAS, PROV. KALTENG"
619,000327,13 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","468,00",liter,Pengusaha TPE,UD DEVI,NPPBKC,0909421117,"JL. DAMANG RAHU RT 02 DESA PUJON KECAMATAN KAPUAS TENGAH, KABUPATEN KAPUAS, PROV. KALTENG"
620,000327,13 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","520,80",liter,Pengusaha TPE,UD DEVI,NPPBKC,0909421117,"JL. DAMANG RAHU RT 02 DESA PUJON KECAMATAN KAPUAS TENGAH, KABUPATEN KAPUAS, PROV. KALTENG"
621,000326,13 Jan 2020,"Newport Blue @650 ml, kadar 20%","54,60",liter,Pengusaha TPE,UD. LIMA BERSAUDARA,NPPBKC,0909421099,"JL. TRANS KALIMANTAN RT.IV DESA PULAU TELO, KEC. KAPUAS SELATAN, KAB. KAPUAS, KALIMANTAN TENGAH"
622,000326,13 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","39,00",liter,Pengusaha TPE,UD. LIMA BERSAUDARA,NPPBKC,0909421099,"JL. TRANS KALIMANTAN RT.IV DESA PULAU TELO, KEC. KAPUAS SELATAN, KAB. KAPUAS, KALIMANTAN TENGAH"
623,000326,13 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","37,20",liter,Pengusaha TPE,UD. LIMA BERSAUDARA,NPPBKC,0909421099,"JL. TRANS KALIMANTAN RT.IV DESA PULAU TELO, KEC. KAPUAS SELATAN, KAB. KAPUAS, KALIMANTAN TENGAH"
624,000326,13 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","54,60",liter,Pengusaha TPE,UD. LIMA BERSAUDARA,NPPBKC,0909421099,"JL. TRANS KALIMANTAN RT.IV DESA PULAU TELO, KEC. KAPUAS SELATAN, KAB. KAPUAS, KALIMANTAN TENGAH"
625,000326,13 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @350 ml, kadar 14.7%","33,60",liter,Pengusaha TPE,UD. LIMA BERSAUDARA,NPPBKC,0909421099,"JL. TRANS KALIMANTAN RT.IV DESA PULAU TELO, KEC. KAPUAS SELATAN, KAB. KAPUAS, KALIMANTAN TENGAH"
626,000325,13 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","78,00",liter,Pengusaha TPE,TALAGA BARU,KTP,000000000000000,PALANGKA RAYA
627,000324,13 Jan 2020,"DRUM @350 ml, kadar 43%","4,20",liter,Pengusaha TPE,UD USAHA REZEKI,NPPBKC,0909421098,"Jalan Kapuas Seberang I RT. 003, Desa Sei Pasah, Kec. Kapuas Hilir, Kab. Kapuas, Kalimantan Tengah"
628,000323,13 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","39,00",liter,Pengusaha TPE,UD USAHA REZEKI,NPPBKC,0909421098,"Jalan Kapuas Seberang I RT. 003, Desa Sei Pasah, Kec. Kapuas Hilir, Kab. Kapuas, Kalimantan Tengah"
629,000323,13 Jan 2020,"Newport Blue @650 ml, kadar 20%","78,00",liter,Pengusaha TPE,UD USAHA REZEKI,NPPBKC,0909421098,"Jalan Kapuas Seberang I RT. 003, Desa Sei Pasah, Kec. Kapuas Hilir, Kab. Kapuas, Kalimantan Tengah"
630,000323,13 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @350 ml, kadar 14.7%","42,00",liter,Pengusaha TPE,UD USAHA REZEKI,NPPBKC,0909421098,"Jalan Kapuas Seberang I RT. 003, Desa Sei Pasah, Kec. Kapuas Hilir, Kab. Kapuas, Kalimantan Tengah"
631,000323,13 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","156,00",liter,Pengusaha TPE,UD USAHA REZEKI,NPPBKC,0909421098,"Jalan Kapuas Seberang I RT. 003, Desa Sei Pasah, Kec. Kapuas Hilir, Kab. Kapuas, Kalimantan Tengah"
632,000322,13 Jan 2020,"GILBEY'S BERAROMA GIN @350 ml, kadar 45%","16,80",liter,Pengusaha TPE,LIA,KTP,000000000000000,PALANGKARAYA
633,000321,13 Jan 2020,"GUINNESS @320 ml, kadar 4.9%","161,28",liter,Pengusaha TPE,PAK DONI,KTP,null,PALANGKARAYA
634,000316,13 Jan 2020,"BLACK JACK @275 ml, kadar 4.8%","33,00",liter,Pengusaha TPE,UD RAZIKIN,KTP,000000000000000,PALANGKA RAYA
635,000316,13 Jan 2020,"Asoka @250 ml, kadar 14.7%","300,00",liter,Pengusaha TPE,UD RAZIKIN,KTP,000000000000000,PALANGKA RAYA
636,000316,13 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","1.320,00",liter,Pengusaha TPE,UD RAZIKIN,KTP,000000000000000,PALANGKA RAYA
637,000316,13 Jan 2020,"Topi Miring Piala Mas @1000 ml, kadar 19.7%","600,00",liter,Pengusaha TPE,UD RAZIKIN,KTP,000000000000000,PALANGKA RAYA
638,000316,13 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","1.785,60",liter,Pengusaha TPE,UD RAZIKIN,KTP,000000000000000,PALANGKA RAYA
639,000311,11 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","1.488,00",liter,Pengusaha TPE,HAITUAH,KTP,000000000000000,PALANGKA RAYA
640,000293,11 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","234,00",liter,Pengusaha TPE,TITUS TOKO,KTP,000000000000000,PALANGKARAYA
641,000293,11 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","148,80",liter,Pengusaha TPE,TITUS TOKO,KTP,000000000000000,PALANGKARAYA
642,000293,11 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","148,80",liter,Pengusaha TPE,TITUS TOKO,KTP,000000000000000,PALANGKARAYA
643,000293,11 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","234,00",liter,Pengusaha TPE,TITUS TOKO,KTP,000000000000000,PALANGKARAYA
644,000291,11 Jan 2020,"ANGGUR MALAGA MEREK ORANG TUA @620 ml, kadar 14.7%","148,80",liter,Pengusaha TPE,TITUS TOKO,KTP,000000000000000,PALANGKARAYA
645,000291,11 Jan 2020,"ANGGUR PUTIH MEREK ORANG TUA @650 ml, kadar 14.7%","234,00",liter,Pengusaha TPE,TITUS TOKO,KTP,000000000000000,PALANGKARAYA
646,000290,11 Jan 2020,"ANGGUR MERAH MEREK ORANG TUA @650 ml, kadar 19.7%","23,40",liter,Pengusaha TPE,SANJAYA,KTP,000000000000000,PALANGKA RAYA
